encoding_method,fraction,train_samples,test_samples,auc,f1,accuracy,precision,recall,training_time_sec,seed,dataset_id,timestamp,mode
categorical,1.0,400000,50000,0.4990202540505126,0.4952828294993777,0.49712,0.4951635560907084,0.4954021603822832,5.83353590965271,9552,kip_m4,2026-09-10T15:31:34.342222,shuffled_train
tfidf,0.01,4000,50000,0.4997428033280584,0.5060699079116744,0.50118,0.4992575804939043,0.5130707143717624,7.029136419296265,9552,kip_m4,2026-09-10T15:31:41.586889,shuffled_train
tfidf,0.1,40000,50000,0.5030763359123913,0.3498313593222998,0.50266,0.5013489208633094,0.2686423322491266,8.234883069992065,9552,kip_m4,2026-09-10T15:31:50.042988,shuffled_train
tfidf,0.3,120000,50000,0.5022800159242717,0.4767307974124395,0.5001,0.4979881035689293,0.4572139902822953,12.312949657440186,9552,kip_m4,2026-09-10T15:32:02.587551,shuffled_train
tfidf,0.5,200000,50000,0.4972010506634971,0.5311036040239646,0.49754,0.496164039615009,0.5713367867325222,12.799651622772217,9552,kip_m4,2026-09-10T15:32:15.613785,shuffled_train
tfidf,0.75,300000,50000,0.5058094978585046,0.5061816452686638,0.50152,0.4995893464742461,0.5129502469581978,18.941941738128666,9552,kip_m4,2026-09-10T15:32:34.792245,shuffled_train
tfidf,1.0,400000,50000,0.502533344537982,0.5043259838124476,0.50272,0.5007720020586721,0.5079307713930049,25.869999408721924,9552,kip_m4,2026-09-10T15:33:00.895955,shuffled_train
basic,0.01,4000,50000,0.4980825697875261,0.4923953220626553,0.49738,0.4982423152387181,0.4866839688560591,1.3794245719909668,9552,kip_m6,2026-09-10T15:37:54.027911,shuffled_train
basic,0.1,40000,50000,0.5012035574995263,0.4473888629957609,0.50202,0.5036478113132121,0.4024356158913955,1.7572991847991943,9552,kip_m6,2026-09-10T15:37:56.002145,shuffled_train
basic,0.3,120000,50000,0.4963312169131428,0.4847803881511747,0.4956,0.4963396778916544,0.473747254941106,5.939839124679565,9552,kip_m6,2026-09-10T15:38:02.162881,shuffled_train
basic,0.5,200000,50000,0.497787594431806,0.528445813918533,0.49804,0.4990595833776926,0.5615092832900779,5.260998964309692,9552,kip_m6,2026-09-10T15:38:07.644589,shuffled_train
basic,0.75,300000,50000,0.500901923722233,0.4807308970099668,0.49984,0.5008003460956089,0.4622080255540028,4.283665657043457,9552,kip_m6,2026-09-10T15:38:12.147082,shuffled_train
basic,1.0,400000,50000,0.5030343002311327,0.4915271518587247,0.5013,0.5022922397265983,0.481213815132761,8.352017164230347,9552,kip_m6,2026-09-10T15:38:20.718783,shuffled_train
categorical,0.01,4000,50000,0.5033462220417594,0.5033893899098162,0.5033,0.5042060567216792,0.5025753643441805,4.341491937637329,9552,kip_m6,2026-09-10T15:38:25.283964,shuffled_train
categorical,0.1,40000,50000,0.5014098853680286,0.4983937033170026,0.50036,0.5012722646310432,0.495548013575564,1.8488945960998533,9552,kip_m6,2026-09-10T15:38:27.354325,shuffled_train
categorical,0.3,120000,50000,0.4980549184979359,0.5012506451740978,0.49752,0.4984405227209917,0.5040926332601318,2.5441956520080566,9552,kip_m6,2026-09-10T15:38:30.116836,shuffled_train
categorical,0.5,200000,50000,0.4980783865739725,0.5060392403323055,0.49698,0.4979514533085962,0.5143940906368537,6.096013784408569,9552,kip_m6,2026-09-10T15:38:36.435601,shuffled_train
categorical,0.75,300000,50000,0.5005348329328587,0.4999098792381791,0.50058,0.5014866602378656,0.4983429826312637,6.984087705612183,9552,kip_m6,2026-09-10T15:38:43.634827,shuffled_train
categorical,1.0,400000,50000,0.503579489197545,0.5256939665060794,0.5038,0.5043098705204856,0.5489718506687962,5.170552730560303,9552,kip_m6,2026-09-10T15:38:49.034924,shuffled_train
tfidf,0.01,4000,50000,0.4996761741508042,0.6182636104905591,0.50104,0.5012032052395247,0.8066679976043123,8.156689882278442,9552,kip_m6,2026-09-10T15:38:57.433689,shuffled_train
tfidf,0.1,40000,50000,0.4988835931828419,0.2878281081693973,0.49752,0.4961399394117072,0.2027151127969654,7.460224151611328,9552,kip_m6,2026-09-10T15:39:05.115285,shuffled_train
tfidf,0.3,120000,50000,0.4958219928632568,0.4993927810627326,0.4971,0.4980146124523507,0.5007785985226593,12.477455377578735,9552,kip_m6,2026-09-10T15:39:17.818041,shuffled_train
tfidf,0.5,200000,50000,0.498845923460792,0.3522197315194146,0.49718,0.4965131483364812,0.2729087642243961,14.274706602096558,9552,kip_m6,2026-09-10T15:39:32.319366,shuffled_train
tfidf,0.75,300000,50000,0.5023059834713864,0.5185585516030033,0.50114,0.5019055447616201,0.5363545617887802,17.5202476978302,9552,kip_m6,2026-09-10T15:39:50.072938,shuffled_train
tfidf,1.0,400000,50000,0.4967175341648107,0.4976456504389465,0.49644,0.4973479561316052,0.4979437013375923,21.851630687713623,9552,kip_m6,2026-09-10T15:40:12.164166,shuffled_train
basic,0.01,4000,50000,0.499793044129463,0.4734468515552558,0.50028,0.5013165528629446,0.448512677181074,1.5373637676239014,9551,kip_m6,2026-09-10T15:35:36.855127,shuffled_train
basic,0.1,40000,50000,0.4976114058609549,0.5069231374400126,0.4986,0.4995154850963215,0.5145538031543222,1.6092143058776855,9551,kip_m6,2026-09-10T15:35:38.680812,shuffled_train
basic,0.3,120000,50000,0.5024969480901118,0.4687266437463964,0.50242,0.5038101358795446,0.4382112198043522,2.418593645095825,9551,kip_m6,2026-09-10T15:35:41.315188,shuffled_train
basic,0.5,200000,50000,0.496603052193889,0.5228256741359666,0.49744,0.4984971935542278,0.5496506288680375,3.21105694770813,9551,kip_m6,2026-09-10T15:35:44.748222,shuffled_train
basic,0.75,300000,50000,0.4982526063384445,0.5124385869141387,0.49984,0.5007048424581857,0.5247354761429427,4.293878555297852,9551,kip_m6,2026-09-10T15:35:49.260217,shuffled_train
basic,1.0,400000,50000,0.5037676938073279,0.4521432506887052,0.50282,0.5045745204131825,0.4095827510481133,8.058227062225342,9551,kip_m6,2026-09-10T15:35:57.536698,shuffled_train
categorical,0.01,4000,50000,0.5026928831249413,0.5227582761734586,0.50322,0.5038145322568699,0.543182271910561,2.291389226913452,9551,kip_m6,2026-09-10T15:36:00.045099,shuffled_train
categorical,0.1,40000,50000,0.5024543071519552,0.5062835915270313,0.50028,0.5011540116574736,0.5115192653224196,2.336616516113281,9551,kip_m6,2026-09-10T15:36:02.603025,shuffled_train
categorical,0.3,120000,50000,0.4986750445071442,0.5019795086043967,0.49934,0.5002379064234734,0.5037332800958275,5.630544185638428,9551,kip_m6,2026-09-10T15:36:08.452594,shuffled_train
categorical,0.5,200000,50000,0.5079526721666578,0.5069192422731804,0.50544,0.5063134833698466,0.5075264523857057,6.171223402023315,9551,kip_m6,2026-09-10T15:36:14.845240,shuffled_train
categorical,0.75,300000,50000,0.5015453490069308,0.5059833144176971,0.50378,0.5046469139725157,0.5073268117388701,5.607488632202148,9551,kip_m6,2026-09-10T15:36:20.698156,shuffled_train
categorical,1.0,400000,50000,0.4991912605796842,0.5259620678526,0.50062,0.5013754162443897,0.5530844479936114,5.158022403717041,9551,kip_m6,2026-09-10T15:36:26.076179,shuffled_train
tfidf,0.01,4000,50000,0.4974040019889663,0.4853713273898989,0.5001,0.5010627444312192,0.4706328608504692,5.475665330886841,9551,kip_m6,2026-09-10T15:36:31.766916,shuffled_train
tfidf,0.1,40000,50000,0.4984587990065087,0.4537987679671458,0.49992,0.5009887618772007,0.4147334797364743,5.958804368972778,9551,kip_m6,2026-09-10T15:36:37.947891,shuffled_train
tfidf,0.3,120000,50000,0.5015271161478564,0.5471502590673575,0.50182,0.5022696929238986,0.6008384907167099,11.40445327758789,9551,kip_m6,2026-09-10T15:36:49.583768,shuffled_train
tfidf,0.5,200000,50000,0.5022627961314594,0.4584558423173255,0.5027,0.5043124101581217,0.4202435615891395,11.92030429840088,9551,kip_m6,2026-09-10T15:37:01.730091,shuffled_train
tfidf,0.75,300000,50000,0.5010775834913705,0.5571964244459846,0.50166,0.502049574072888,0.6259532840886405,19.396541595458984,9551,kip_m6,2026-09-10T15:37:21.359867,shuffled_train
tfidf,1.0,400000,50000,0.5010512538060623,0.5117697661687651,0.50056,0.5013983067080412,0.5225793571571172,22.353073120117188,9551,kip_m6,2026-09-10T15:37:43.950228,shuffled_train
basic,0.01,4000,50000,0.5041548737491313,0.5516670565161848,0.50166,0.4997717937015061,0.6155884833152632,1.829841136932373,9550,kip_m4,2026-09-10T15:10:12.914027,ordered
basic,0.1,40000,50000,0.4987845569022335,0.4753438443475344,0.49952,0.4973456763041284,0.4552062000562181,1.7506296634674072,9550,kip_m4,2026-09-10T15:10:14.882030,ordered
basic,0.3,120000,50000,0.5003244808848651,0.4763839725195317,0.50002,0.4978984238178634,0.4566518090189937,2.52413272857666,9550,kip_m4,2026-09-10T15:10:17.623581,ordered
basic,0.5,200000,50000,0.5006934744398416,0.5453090618123625,0.49994,0.4983380974539653,0.6020559771915031,3.2374987602233887,9550,kip_m4,2026-09-10T15:10:21.085712,ordered
basic,0.75,300000,50000,0.502896724408448,0.4756558259291307,0.5031,0.5012900355871887,0.4525157611532747,4.584946632385254,9550,kip_m4,2026-09-10T15:10:25.894913,ordered
basic,1.0,400000,50000,0.5092633738545354,0.4915261209378856,0.50556,0.503815828308808,0.4798217082279243,6.454304218292236,9550,kip_m4,2026-09-10T15:10:32.569466,ordered
categorical,0.01,4000,50000,0.4995010316883315,0.465894025574135,0.50044,0.4982847733613868,0.4374573344576958,1.8715040683746336,9550,kip_m4,2026-09-10T15:10:34.658261,ordered
categorical,0.1,40000,50000,0.5030707918289286,0.5122801519840182,0.50196,0.5000191168036704,0.5251576115327471,4.641390085220337,9550,kip_m4,2026-09-10T15:10:39.523210,ordered
categorical,0.3,120000,50000,0.4990855326332425,0.5017906884202149,0.4992,0.4972985763300075,0.5063646950166647,2.990478754043579,9550,kip_m4,2026-09-10T15:10:42.758619,ordered
categorical,0.5,200000,50000,0.4970612741592457,0.4968533290576021,0.49792,0.4959785522788204,0.4977311970445328,3.3301339149475098,9550,kip_m4,2026-09-10T15:10:46.308586,ordered
categorical,0.75,300000,50000,0.5005226566682826,0.5006766438465212,0.4982,0.4963109094495956,0.5051198650764968,7.018160581588745,9550,kip_m4,2026-09-10T15:10:53.542702,ordered
categorical,1.0,400000,50000,0.5039653484959423,0.5018684678563577,0.50146,0.4995226350544992,0.5042364373770228,12.541151285171509,9550,kip_m4,2026-09-10T15:11:06.325416,ordered
tfidf,0.01,4000,50000,0.5022100628711705,0.5634425060442141,0.49802,0.4969929426204357,0.6504035658354416,4.495869398117065,9550,kip_m4,2026-09-10T15:11:11.038312,ordered
tfidf,0.1,40000,50000,0.501984902681519,0.4982632265836763,0.50022,0.4982732310657778,0.4982532225033128,9.062079906463625,9550,kip_m4,2026-09-10T15:11:20.321341,ordered
tfidf,0.3,120000,50000,0.5024509344973483,0.4910370794794139,0.50256,0.5006467765491341,0.48178934264948,14.782554626464844,9550,kip_m4,2026-09-10T15:11:35.336962,ordered
tfidf,0.5,200000,50000,0.499224689928172,0.49203805505406,0.49918,0.4971714355989177,0.4870095972372806,12.882878541946411,9550,kip_m4,2026-09-10T15:11:48.450052,ordered
tfidf,0.75,300000,50000,0.5005682061540028,0.49185992154631,0.49998,0.497983373117129,0.4858852347106774,21.09190607070923,9550,kip_m4,2026-09-10T15:12:09.808944,ordered
tfidf,1.0,400000,50000,0.5046961890983093,0.5100907973514135,0.50576,0.5037393789889972,0.5166044251696583,22.5835862159729,9550,kip_m4,2026-09-10T15:12:32.624146,ordered
